ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
51282	SCAND1	-1.213938247	2.24e-62
1465	CSRP1	-0.765239999	6.05e-62
226	ALDOA	-1.030951083	1.27e-57
2597	GAPDH	-0.600250277	3.76e-51
11344	TWF2	-0.722383995	7.35e-47
10398	MYL9	-0.792803111	4.46e-40
51024	FIS1	-0.754337033	2.9e-36
10493	VAT1	-0.549930816	4.59e-36
128	ADH5	-0.585920893	3.73e-33
6050	RNH1	-0.497090866	1.38e-32
351	APP	-0.578797109	7.48e-31
2896	GRN	-0.54555857	7.49e-31
960	CD44	-0.562811147	1.15e-30
84617	TUBB6	-0.45380542	1.25e-30
6284	S100A13	-0.614911974	3.09e-30
56654	NPDC1	-0.85937052	5.73e-30
10857	PGRMC1	-0.606953462	6.1e-30
11230	PRAF2	-0.642356259	6.19e-29
3486	IGFBP3	-0.965151415	1.19e-28
1153	CIRBP	-0.475651661	3.66e-25
26020	LRP10	-0.422257183	3.86e-25
57804	POLD4	-0.855048799	8.45e-25
1509	CTSD	-0.860672954	3.16e-24
7319	UBE2A	-0.537272865	1.38e-23
7077	TIMP2	-0.507532168	4.76e-23
2109	ETFB	-0.67024445	1.32e-22
7296	TXNRD1	-0.471437463	2.7e-22
6193	RPS5	-0.743040587	5.63e-22
51382	ATP6V1D	-0.489012238	1.33e-21
7106	TSPAN4	-0.418478389	9.46e-21
348	APOE	-1.226336784	1.87e-20
26227	PHGDH	-0.584883466	3.4e-20
2745	GLRX	-1.255170326	3.74e-20
6251	RSU1	-0.400191217	3.97e-19
55256	ADI1	-0.582395018	3.61e-18
230	ALDOC	-0.680429668	3.88e-18
85236	H2BC12	-0.94831044900000006	1.67e-17
55033	FKBP14	-0.43720665	1.87e-17
6988	TCTA	-0.472818839	3.19e-17
23585	TMEM50A	-0.43279239	1.47e-16
8574	AKR7A2	-0.508730795	2.85e-16
54499	TMCO1	-0.373879083	4.8e-16
6184	RPN1	-0.481392892	5.27e-16
10227	MFSD10	-0.430359051	8.98e-16
4125	MAN2B1	-0.426231083	9.82e-16
8996	NOL3	-0.587401818	1.83e-15
79006	METRN	-0.668805723	2.34e-15
1029	CDKN2A	-0.806176003	2.7e-15
4016	LOXL1	-0.525141981	3.72e-15
2037	EPB41L2	-0.52521701	4.12e-15
8804	CREG1	-0.656771479	4.47e-15
7157	TP53	-0.58807087	7.12e-15
2548	GAA	-0.439817992	8.78e-15
51160	VPS28	-0.40572965	1.36e-14
5211	PFKL	-0.319028789	1.42e-14
9246	UBE2L6	-0.621825468	1.63e-14
55011	PIH1D1	-0.45037064	1.71e-14
2017	CTTN	-0.362410884	2.45e-14
10972	TMED10	-0.321504089	2.61e-14
5480	PPIC	-0.446410627	3.04e-14
7376	NR1H2	-0.361621765	4.14e-14
6772	STAT1	-0.440236245	4.34e-14
51170	HSD17B11	-0.709385347	8.69e-14
11014	KDELR2	-0.383023193	8.81e-14
664	BNIP3	-0.354925268	1.55e-13
2184	FAH	-0.417336301	1.58e-13
1978	EIF4EBP1	-0.627048795	1.65e-13
4638	MYLK	-0.344937593	2.25e-13
572	BAD	-1.077775594	2.37e-13
9552	SPAG7	-0.413196717	4.01e-13
51097	SCCPDH	-0.436599928	4.58e-13
1026	CDKN1A	-0.450685058	5.09e-13
10273	STUB1	-0.492336054	5.95e-13
8895	CPNE3	-0.366881586	6.45e-13
5696	PSMB8	-0.55008369	8.26e-13
8508	NIPSNAP1	-0.391955304	1.11e-12
5440	POLR2K	-0.43737667	1.16e-12
1052	CEBPD	-1.11895341	1.53e-12
8270	LAGE3	-0.64073584	1.66e-12
5715	PSMD9	-0.447589975	2.02e-12
4313	MMP2	-0.450199705	2.75e-12
823	CAPN1	-0.303264901	4.07e-12
3611	ILK	-0.668118048	4.64e-12
79090	TRAPPC6A	-1.051171645	4.71e-12
22809	ATF5	-0.421322172	5.43e-12
5300	PIN1	-0.364922134	5.67e-12
5986	RFNG	-0.355993932	5.92e-12
2817	GPC1	-0.328636581	1.04e-11
9276	COPB2	-0.321753725	1.13e-11
25932	CLIC4	-0.478285434	1.18e-11
7105	TSPAN6	-0.460475281	1.31e-11
9124	PDLIM1	-0.511025777	1.62e-11
665	BNIP3L	-0.845899276	3.14e-11
5438	POLR2I	-0.660174093	3.75e-11
10245	TIMM17B	-0.442598236	5.37e-11
1282	COL4A1	-0.585461252	6.32e-11
10491	CRTAP	-0.312629059	8.64e-11
7466	WFS1	-0.330213743	9.76e-11
