ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
1062	CENPE	1.424739016	3.69e-68
10051	SMC4	1.106151066	5.06e-57
9928	KIF14	1.087711951	5.97e-42
7153	TOP2A	0.765894283	1.79e-30
672	BRCA1	0.827143098	1.34e-24
11073	TOPBP1	0.528086727	8.36e-24
23224	SYNE2	0.801458718	8.94e-22
5921	RASA1	0.43820247	2.48e-19
7398	USP1	0.567844426	5.87e-19
10973	ASCC3	0.463129719	4.94e-18
2113	ETS1	0.3217376	2.21e-17
983	CDK1	0.785338182	9.01e-17
8826	IQGAP1	0.347567522	8.94e-15
23244	PDS5A	0.479959332	1.11e-14
9738	CCP110	0.680165685	1.86e-13
5108	PCM1	0.60278298	2.08e-13
329	BIRC2	0.587119274	3.54e-13
8520	HAT1	0.518036426	3.89e-13
54505	DHX29	0.453823809	1.34e-12
9833	MELK	0.475289381	1.87e-12
3895	KTN1	0.747159428	2e-12
23161	SNX13	0.603690093	2.84e-12
23077	MYCBP2	0.419772868	3.07e-12
1983	EIF5	0.329541143	6.33e-12
9126	SMC3	0.727793966	6.53e-12
2908	NR3C1	0.425185298	2.17e-11
23325	WASHC4	0.800309997	2.5e-11
10892	MALT1	0.411103547	2.56e-11
1829	DSG2	0.333805156	3.96e-11
9134	CCNE2	0.685123156	7.95e-11
7082	TJP1	0.295211176	9.29e-11
7358	UGDH	0.335567678	1.21e-10
10915	TCERG1	0.308029223	3.87e-10
1385	CREB1	0.543734548	4.02e-10
9847	C2CD5	0.454566099	4.18e-10
4154	MBNL1	0.803048172	6.01e-10
9517	SPTLC2	0.270045837	6.84e-10
23271	CAMSAP2	0.541426914	8.84e-10
4925	NUCB2	0.370814799	1.58e-9
9801	MRPL19	0.300019979	2.25e-9
10153	CEBPZ	0.611002239	2.75e-9
5290	PIK3CA	0.612884066	4.26e-9
26054	SENP6	0.463866813	7.67e-9
8091	HMGA2	0.688121052	1.04e-8
10276	NET1	0.431671693	1.11e-8
30836	DNTTIP2	0.552084287	1.47e-8
178	AGL	0.622303844	1.67e-8
1021	CDK6	0.514741202	2.46e-8
93594	TBC1D31	0.46689945	3.98e-8
10150	MBNL2	0.666998376	4.08e-8
8204	NRIP1	0.663592602	4.88e-8
79071	ELOVL6	0.317855598	6.47e-8
9988	DMTF1	0.383163875	7e-8
55127	HEATR1	0.278394901	7.62e-8
3091	HIF1A	0.474384781	8.26e-8
7994	KAT6A	0.307799418	8.62e-8
10059	DNM1L	0.293272662	9.25e-8
727	C5	0.603651118	1.05e-7
22908	SACM1L	0.308613467	1.11e-7
466	ATF1	0.576329491	1.48e-7
51001	MTERF3	0.314567843	1.51e-7
9702	CEP57	0.405755564	1.52e-7
22823	MTF2	0.468191546	1.53e-7
6443	SGCB	0.290511771	1.75e-7
701	BUB1B	0.514951132	2.3e-7
23512	SUZ12	0.584180966	2.66e-7
4208	MEF2C	0.786785906	4.01e-7
51719	CAB39	0.335133745	5.36e-7
23443	SLC35A3	0.671968412	8.4e-7
11168	PSIP1	0.458930923	9.71e-7
5925	RB1	0.570802003	1.98e-6
51742	ARID4B	0.427606443	1.98e-6
23200	ATP11B	0.495655902	2.41e-6
26036	ZNF451	0.486817651	3.27e-6
51203	NUSAP1	0.519209001	4.02e-6
10818	FRS2	0.458661504	4.12e-6
5782	PTPN12	0.301800318	4.35e-6
23522	KAT6B	0.306029111	6.7e-6
9926	LPGAT1	0.327510257	6.86e-6
1633	DCK	0.57112314	7.46e-6
5054	SERPINE1	0.355947463	1.41e-5
3930	LBR	0.344211903	1.44e-5
481	ATP1B1	0.279808009	1.59e-5
8727	CTNNAL1	0.302985082	2.08e-5
7750	ZMYM2	0.315405806	2.55e-5
8821	INPP4B	0.338246528	2.89e-5
4893	NRAS	0.343854559	4.34e-5
22841	RAB11FIP2	0.609637992	6.65e-5
355	FAS	0.291297294	8.62e-5
10776	ARPP19	0.354296208	9.6e-5
30001	ERO1A	0.314766315	9.89e-5
2146	EZH2	0.317450772	1.02848e-4
1111	CHEK1	0.303979415	1.077e-4
23321	TRIM2	0.457643385	1.36635e-4
2115	ETV1	0.415203048	2.12284e-4
965	CD58	0.39497214	3.07087e-4
56889	TM9SF3	0.285743588	3.99784e-4
58533	SNX6	0.267239521	4.01311e-4
5427	POLE2	0.382229574	6.78253e-4
91137	SLC25A46	0.417969011	0.001128144
6990	DYNLT3	0.570248522	0.001840739
50810	HDGFL3	0.266198931	0.001952813
51569	UFM1	0.354905111	0.001993416
1070	CETN3	0.286756182	0.002732974
23142	DCUN1D4	0.292839365	0.003401467
4312	MMP1	0.343365526	0.006182511
102	ADAM10	0.29121110100000003	0.008351384
51026	GOLT1B	0.364348518	0.013601256
10434	LYPLA1	0.438276368	0.015191335
5366	PMAIP1	0.41378102	0.017888006
25932	CLIC4	0.26050206	0.036347321
890	CCNA2	0.27669814	0.053769788
5357	PLS1	0.384988447	0.100881992
3280	HES1	0.415852411	0.103884832
1950	EGF	0.310709323	0.160651059
